Date,Location,Time,Temperature (°C),Humidity (%),Solar Irradiance (W/m²),Cloud Cover (%),Energy Generated (kWh)
2023-08-29,Jaipur,14:00:00,21,62,773,27,408
2023-08-29,Kolkata,15:00:00,33,85,681,21,346
2023-08-29,Hyderabad,16:00:00,41,31,309,83,304
2023-08-29,Jaipur,17:00:00,42,43,605,46,166
2023-08-29,Mumbai,18:00:00,36,42,508,79,441
2023-08-29,Goa,19:00:00,22,53,359,65,444
2023-08-29,Pune,20:00:00,21,98,1043,24,284
2023-08-29,Chennai,21:00:00,27,63,254,90,486
2023-08-29,Delhi,22:00:00,44,48,960,66,441
2023-08-29,Chennai,23:00:00,21,59,1175,86,207
2023-08-30,Kolkata,00:00:00,21,78,455,31,264
2023-08-30,Chennai,01:00:00,28,72,733,16,220
2023-08-30,Pune,02:00:00,39,45,621,39,183
2023-08-30,Ahmedabad,03:00:00,40,81,1145,83,401
2023-08-30,Kolkata,04:00:00,44,78,814,29,360
2023-08-30,Goa,05:00:00,25,40,1161,58,206
2023-08-30,Jaipur,06:00:00,31,76,1012,27,222
2023-08-30,Goa,07:00:00,44,64,1086,46,172
2023-08-30,Chennai,08:00:00,28,58,463,22,436
2023-08-30,Bangalore,09:00:00,26,83,947,82,412
2023-08-30,Kolkata,10:00:00,31,52,1032,56,253
2023-08-30,Jaipur,11:00:00,44,53,432,88,388
2023-08-30,Hyderabad,12:00:00,24,39,879,87,196
2023-08-30,Mumbai,13:00:00,35,90,432,0,391
2023-08-30,Goa,14:00:00,24,37,716,91,448
2023-08-30,Goa,15:00:00,31,77,244,28,377
2023-08-30,Kolkata,16:00:00,43,58,757,49,353
2023-08-30,Bangalore,17:00:00,39,55,875,63,181
2023-08-30,Chennai,18:00:00,28,66,1112,98,116
2023-08-30,Chennai,19:00:00,42,81,880,80,399
2023-08-30,Kolkata,20:00:00,26,67,1125,74,279
2023-08-30,Goa,21:00:00,38,35,635,36,315
2023-08-30,Jaipur,22:00:00,39,37,534,60,121
2023-08-30,Mumbai,23:00:00,42,46,603,6,335
2023-08-31,Kolkata,00:00:00,30,91,363,89,484
2023-08-31,Jaipur,01:00:00,40,63,455,86,310
2023-08-31,Jaipur,02:00:00,31,48,265,63,385
2023-08-31,Hyderabad,03:00:00,22,99,1140,17,306
2023-08-31,Pune,04:00:00,36,66,971,28,424
2023-08-31,Ahmedabad,05:00:00,26,67,1145,97,354
2023-08-31,Mumbai,06:00:00,41,44,287,59,444
2023-08-31,Delhi,07:00:00,29,69,439,53,110
2023-08-31,Bangalore,08:00:00,42,38,510,71,406
2023-08-31,Ahmedabad,09:00:00,34,82,770,20,418
2023-08-31,Hyderabad,10:00:00,21,99,881,20,441
2023-08-31,Mumbai,11:00:00,32,95,457,57,478
2023-08-31,Chennai,12:00:00,23,81,757,48,133
2023-08-31,Ahmedabad,13:00:00,37,30,713,35,220
2023-08-31,Chennai,14:00:00,43,59,633,16,335
2023-08-31,Bangalore,15:00:00,42,30,328,79,282
2023-08-31,Chennai,16:00:00,20,68,980,52,177
2023-08-31,Bangalore,17:00:00,21,45,525,14,222
2023-08-31,Mumbai,18:00:00,21,46,989,78,375
2023-08-31,Goa,19:00:00,23,51,216,39,307
2023-08-31,Bangalore,20:00:00,22,60,898,80,285
2023-08-31,Jaipur,21:00:00,36,69,541,50,116
2023-08-31,Delhi,22:00:00,33,56,1037,64,389
2023-08-31,Delhi,23:00:00,21,65,827,12,353
2023-09-01,Kolkata,00:00:00,35,33,970,37,198
2023-09-01,Delhi,01:00:00,30,98,1077,73,246
2023-09-01,Kolkata,02:00:00,44,54,448,96,471
2023-09-01,Delhi,03:00:00,32,59,909,25,213
2023-09-01,Bangalore,04:00:00,20,76,1048,75,196
2023-09-01,Jaipur,05:00:00,44,41,938,82,481
2023-09-01,Goa,06:00:00,42,56,376,14,475
2023-09-01,Chennai,07:00:00,21,74,954,4,421
2023-09-01,Hyderabad,08:00:00,21,92,1145,1,427
2023-09-01,Delhi,09:00:00,40,84,556,77,448
2023-09-01,Goa,10:00:00,24,59,694,92,269
2023-09-01,Goa,11:00:00,23,43,234,64,406
2023-09-01,Bangalore,12:00:00,31,85,606,76,298
2023-09-01,Mumbai,13:00:00,22,48,1167,59,276
2023-09-01,Mumbai,14:00:00,39,55,846,95,223
2023-09-01,Delhi,15:00:00,29,67,1017,97,256
2023-09-01,Hyderabad,16:00:00,39,98,209,55,194
2023-09-01,Delhi,17:00:00,37,65,1185,77,385
2023-09-01,Delhi,18:00:00,40,47,894,37,198
2023-09-01,Kolkata,19:00:00,40,86,913,56,466
2023-09-01,Jaipur,20:00:00,40,52,730,50,468
2023-09-01,Jaipur,21:00:00,29,43,734,40,334
2023-09-01,Hyderabad,22:00:00,20,98,294,78,289
2023-09-01,Kolkata,23:00:00,25,51,775,69,393
2023-09-02,Goa,00:00:00,30,57,1128,92,372
2023-09-02,Kolkata,01:00:00,21,72,649,82,429
2023-09-02,Delhi,02:00:00,26,47,419,51,484
2023-09-02,Mumbai,03:00:00,39,65,295,0,117
2023-09-02,Ahmedabad,04:00:00,40,36,1064,84,273
2023-09-02,Hyderabad,05:00:00,40,52,976,17,480
2023-09-02,Goa,06:00:00,40,63,580,26,405
2023-09-02,Bangalore,07:00:00,37,50,868,91,219
2023-09-02,Ahmedabad,08:00:00,40,99,406,71,355
2023-09-02,Ahmedabad,09:00:00,38,76,985,94,195
2023-09-02,Kolkata,10:00:00,23,82,1049,75,409
2023-09-02,Chennai,11:00:00,32,70,445,41,130
2023-09-02,Ahmedabad,12:00:00,37,61,910,5,196
2023-09-02,Delhi,13:00:00,39,43,1173,89,292
2023-09-02,Pune,14:00:00,44,46,996,79,332
2023-09-02,Mumbai,15:00:00,43,54,709,93,145
2023-09-02,Mumbai,16:00:00,32,93,1083,82,390
2023-09-02,Pune,17:00:00,38,77,282,81,335
2023-09-02,Jaipur,18:00:00,36,64,516,23,148
2023-09-02,Delhi,19:00:00,20,66,844,44,436
2023-09-02,Bangalore,20:00:00,25,84,304,83,261
2023-09-02,Ahmedabad,21:00:00,38,46,569,70,384
2023-09-02,Jaipur,22:00:00,39,57,948,6,233
2023-09-02,Delhi,23:00:00,20,30,780,15,356
2023-09-03,Kolkata,00:00:00,27,82,895,57,282
2023-09-03,Mumbai,01:00:00,36,84,829,56,126
2023-09-03,Jaipur,02:00:00,40,90,379,41,239
2023-09-03,Hyderabad,03:00:00,41,42,982,13,359
2023-09-03,Ahmedabad,04:00:00,34,76,801,55,179
2023-09-03,Ahmedabad,05:00:00,37,93,799,11,279
2023-09-03,Bangalore,06:00:00,26,61,282,92,483
2023-09-03,Chennai,07:00:00,35,57,731,14,366
2023-09-03,Hyderabad,08:00:00,26,82,818,7,151
2023-09-03,Ahmedabad,09:00:00,36,60,1040,57,183
2023-09-03,Goa,10:00:00,23,37,700,52,255
2023-09-03,Hyderabad,11:00:00,31,54,547,8,427
2023-09-03,Ahmedabad,12:00:00,32,62,471,45,203
2023-09-03,Pune,13:00:00,23,97,530,91,445
2023-09-03,Hyderabad,14:00:00,40,36,809,90,196
2023-09-03,Delhi,15:00:00,20,95,1120,6,224
2023-09-03,Hyderabad,16:00:00,20,75,943,43,282
2023-09-03,Bangalore,17:00:00,26,34,1086,13,426
2023-09-03,Kolkata,18:00:00,28,46,768,74,153
2023-09-03,Kolkata,19:00:00,20,81,860,95,401
2023-09-03,Kolkata,20:00:00,35,41,588,91,263
2023-09-03,Delhi,21:00:00,37,91,1170,5,483
2023-09-03,Jaipur,22:00:00,41,64,946,34,248
2023-09-03,Kolkata,23:00:00,34,91,336,69,389
2023-09-04,Mumbai,00:00:00,25,50,978,60,477
2023-09-04,Delhi,01:00:00,21,95,940,23,186
2023-09-04,Jaipur,02:00:00,28,82,560,72,261
2023-09-04,Mumbai,03:00:00,23,50,1032,1,267
2023-09-04,Mumbai,04:00:00,32,44,1158,77,234
2023-09-04,Mumbai,05:00:00,42,52,481,50,189
2023-09-04,Goa,06:00:00,41,60,401,30,407
2023-09-04,Bangalore,07:00:00,30,83,943,93,404
2023-09-04,Bangalore,08:00:00,32,84,730,26,474
2023-09-04,Delhi,09:00:00,30,55,215,99,180
2023-09-04,Mumbai,10:00:00,38,82,767,30,450
2023-09-04,Pune,11:00:00,27,95,1068,69,330
2023-09-04,Hyderabad,12:00:00,26,68,313,42,188
2023-09-04,Jaipur,13:00:00,44,36,267,81,392
2023-09-04,Bangalore,14:00:00,35,68,789,51,498
2023-09-04,Kolkata,15:00:00,22,61,229,13,101
2023-09-04,Delhi,16:00:00,36,55,718,58,494
2023-09-04,Jaipur,17:00:00,37,58,1107,19,451
2023-09-04,Delhi,18:00:00,34,54,863,51,321
2023-09-04,Pune,19:00:00,36,85,1198,74,116
2023-09-04,Goa,20:00:00,30,60,1074,39,295
2023-09-04,Goa,21:00:00,24,95,221,67,219
2023-09-04,Mumbai,22:00:00,35,31,630,43,341
2023-09-04,Goa,23:00:00,34,76,229,5,273
2023-09-05,Delhi,00:00:00,29,58,1155,86,131
2023-09-05,Kolkata,01:00:00,33,78,878,56,374
2023-09-05,Mumbai,02:00:00,21,61,859,57,294
2023-09-05,Ahmedabad,03:00:00,35,59,609,71,103
2023-09-05,Jaipur,04:00:00,38,44,248,29,380
2023-09-05,Pune,05:00:00,27,91,524,99,120
2023-09-05,Mumbai,06:00:00,34,46,687,51,337
2023-09-05,Delhi,07:00:00,29,51,497,10,192
2023-09-05,Jaipur,08:00:00,24,59,973,46,188
2023-09-05,Kolkata,09:00:00,39,45,380,4,212
2023-09-05,Chennai,10:00:00,35,81,1001,2,320
2023-09-05,Pune,11:00:00,40,37,321,14,197
2023-09-05,Delhi,12:00:00,41,93,323,1,241
2023-09-05,Pune,13:00:00,31,68,652,1,249
2023-09-05,Bangalore,14:00:00,42,60,465,71,147
2023-09-05,Chennai,15:00:00,32,41,227,53,150
2023-09-05,Jaipur,16:00:00,28,62,458,45,307
2023-09-05,Goa,17:00:00,36,87,276,93,110
2023-09-05,Delhi,18:00:00,39,41,631,40,369
2023-09-05,Pune,19:00:00,31,54,1078,68,362
2023-09-05,Jaipur,20:00:00,44,67,905,29,296
2023-09-05,Goa,21:00:00,24,77,1093,43,285
2023-09-05,Kolkata,22:00:00,43,84,234,9,395
2023-09-05,Kolkata,23:00:00,31,32,635,96,320
2023-09-06,Pune,00:00:00,20,98,313,87,180
2023-09-06,Mumbai,01:00:00,39,64,261,82,321
2023-09-06,Bangalore,02:00:00,35,80,251,29,478
2023-09-06,Mumbai,03:00:00,31,56,315,88,269
2023-09-06,Bangalore,04:00:00,28,66,246,74,185
2023-09-06,Delhi,05:00:00,32,45,637,48,143
2023-09-06,Ahmedabad,06:00:00,36,54,611,34,360
2023-09-06,Pune,07:00:00,36,62,300,64,203
2023-09-06,Hyderabad,08:00:00,23,91,478,16,383
2023-09-06,Pune,09:00:00,33,46,306,30,327
2023-09-06,Chennai,10:00:00,38,72,1182,69,287
2023-09-06,Goa,11:00:00,26,59,234,76,220
2023-09-06,Chennai,12:00:00,22,70,558,51,248
2023-09-06,Kolkata,13:00:00,20,33,1086,25,451
2023-09-06,Bangalore,14:00:00,31,95,999,99,404
2023-09-06,Goa,15:00:00,34,89,201,4,156
2023-09-06,Kolkata,16:00:00,30,38,950,13,440
2023-09-06,Goa,17:00:00,29,60,691,50,288
2023-09-06,Mumbai,18:00:00,21,98,1079,14,456
2023-09-06,Kolkata,19:00:00,23,53,1089,11,137
2023-09-06,Mumbai,20:00:00,36,53,471,45,300
2023-09-06,Mumbai,21:00:00,36,74,343,63,328
2023-09-06,Goa,22:00:00,27,66,634,71,485
2023-09-06,Jaipur,23:00:00,42,87,650,58,230
2023-09-07,Chennai,00:00:00,33,52,803,94,270
2023-09-07,Kolkata,01:00:00,43,64,932,25,429
2023-09-07,Hyderabad,02:00:00,23,92,765,28,134
2023-09-07,Jaipur,03:00:00,25,35,1115,3,300
2023-09-07,Chennai,04:00:00,38,35,427,49,267
2023-09-07,Kolkata,05:00:00,43,59,744,91,480
2023-09-07,Bangalore,06:00:00,23,30,413,24,345
2023-09-07,Chennai,07:00:00,22,92,847,39,323
2023-09-07,Hyderabad,08:00:00,39,37,447,31,440
2023-09-07,Pune,09:00:00,25,57,607,99,157
2023-09-07,Delhi,10:00:00,42,62,252,74,389
2023-09-07,Mumbai,11:00:00,26,82,775,36,124
2023-09-07,Delhi,12:00:00,33,67,513,9,131
2023-09-07,Jaipur,13:00:00,31,81,573,37,209
2023-09-07,Pune,14:00:00,35,40,236,60,200
2023-09-07,Mumbai,15:00:00,39,31,923,99,249
2023-09-07,Kolkata,16:00:00,27,82,723,26,482
2023-09-07,Jaipur,17:00:00,42,97,1179,80,444
2023-09-07,Hyderabad,18:00:00,21,36,283,6,292
2023-09-07,Goa,19:00:00,32,96,1099,72,208
2023-09-07,Kolkata,20:00:00,27,38,293,98,455
2023-09-07,Chennai,21:00:00,44,92,614,8,376
2023-09-07,Goa,22:00:00,40,40,541,58,332
2023-09-07,Jaipur,23:00:00,39,66,918,35,120
2023-09-08,Chennai,00:00:00,35,43,749,29,472
2023-09-08,Hyderabad,01:00:00,23,48,620,94,351
2023-09-08,Delhi,02:00:00,35,37,547,18,113
2023-09-08,Chennai,03:00:00,39,36,914,40,314
2023-09-08,Delhi,04:00:00,25,88,981,54,123
2023-09-08,Mumbai,05:00:00,23,92,786,86,119
2023-09-08,Bangalore,06:00:00,35,36,327,83,301
2023-09-08,Ahmedabad,07:00:00,42,84,1040,5,420
2023-09-08,Kolkata,08:00:00,42,32,351,87,151
2023-09-08,Ahmedabad,09:00:00,40,96,721,21,456
2023-09-08,Mumbai,10:00:00,32,47,237,69,285
2023-09-08,Chennai,11:00:00,24,74,626,23,306
2023-09-08,Mumbai,12:00:00,34,65,304,61,459
2023-09-08,Ahmedabad,13:00:00,27,45,364,41,194
2023-09-08,Ahmedabad,14:00:00,26,58,1137,21,447
2023-09-08,Kolkata,15:00:00,33,88,743,81,365
2023-09-08,Goa,16:00:00,26,47,411,15,425
2023-09-08,Pune,17:00:00,41,78,725,99,114
2023-09-08,Mumbai,18:00:00,26,75,941,12,274
2023-09-08,Bangalore,19:00:00,42,58,331,36,318
2023-09-08,Pune,20:00:00,37,99,351,51,109
2023-09-08,Mumbai,21:00:00,29,79,295,23,118
2023-09-08,Hyderabad,22:00:00,37,84,702,82,167
2023-09-08,Jaipur,23:00:00,33,56,721,83,377
2023-09-09,Jaipur,00:00:00,29,36,573,90,418
2023-09-09,Ahmedabad,01:00:00,26,70,1074,16,393
2023-09-09,Jaipur,02:00:00,26,40,215,15,114
2023-09-09,Delhi,03:00:00,26,34,878,0,425
2023-09-09,Bangalore,04:00:00,24,95,807,84,213
2023-09-09,Jaipur,05:00:00,20,85,217,90,399
2023-09-09,Chennai,06:00:00,33,41,608,0,257
2023-09-09,Delhi,07:00:00,37,71,206,29,203
2023-09-09,Pune,08:00:00,32,39,895,83,379
2023-09-09,Delhi,09:00:00,44,57,1093,23,185
2023-09-09,Mumbai,10:00:00,27,36,444,45,193
2023-09-09,Ahmedabad,11:00:00,27,43,1142,1,273
2023-09-09,Kolkata,12:00:00,29,98,1082,14,487
2023-09-09,Kolkata,13:00:00,36,90,1177,28,341
2023-09-09,Hyderabad,14:00:00,25,80,1078,98,361
2023-09-09,Bangalore,15:00:00,34,71,793,61,393
2023-09-09,Mumbai,16:00:00,34,37,842,12,381
2023-09-09,Kolkata,17:00:00,44,79,328,82,246
2023-09-09,Ahmedabad,18:00:00,35,30,1000,64,101
2023-09-09,Pune,19:00:00,27,98,654,44,167
2023-09-09,Kolkata,20:00:00,38,40,785,46,168
2023-09-09,Chennai,21:00:00,39,77,1075,15,146
2023-09-09,Delhi,22:00:00,34,39,770,2,454
2023-09-09,Kolkata,23:00:00,22,44,271,69,163
2023-09-10,Mumbai,00:00:00,25,76,359,94,179
2023-09-10,Jaipur,01:00:00,44,54,286,4,353
2023-09-10,Jaipur,02:00:00,27,35,600,25,336
2023-09-10,Pune,03:00:00,35,40,661,91,495
2023-09-10,Jaipur,04:00:00,34,46,728,14,428
2023-09-10,Pune,05:00:00,32,44,288,72,238
2023-09-10,Mumbai,06:00:00,39,45,860,54,363
2023-09-10,Bangalore,07:00:00,34,85,1022,21,415
2023-09-10,Jaipur,08:00:00,37,95,205,36,253
2023-09-10,Hyderabad,09:00:00,32,65,795,84,231
2023-09-10,Ahmedabad,10:00:00,43,67,1144,28,325
2023-09-10,Delhi,11:00:00,27,32,283,25,191
2023-09-10,Jaipur,12:00:00,33,47,449,69,217
2023-09-10,Pune,13:00:00,30,83,865,10,225
2023-09-10,Mumbai,14:00:00,25,46,615,99,474
2023-09-10,Jaipur,15:00:00,43,42,271,19,326
2023-09-10,Kolkata,16:00:00,44,92,820,83,438
2023-09-10,Jaipur,17:00:00,20,43,311,90,278
2023-09-10,Pune,18:00:00,44,88,371,69,184
2023-09-10,Chennai,19:00:00,21,65,898,32,263
2023-09-10,Chennai,20:00:00,32,47,996,29,329
2023-09-10,Jaipur,21:00:00,20,34,472,49,305
2023-09-10,Delhi,22:00:00,43,43,729,33,203
2023-09-10,Mumbai,23:00:00,43,54,879,4,213
2023-09-11,Hyderabad,00:00:00,23,73,518,79,287
2023-09-11,Hyderabad,01:00:00,43,68,281,11,370
2023-09-11,Jaipur,02:00:00,42,41,274,75,150
2023-09-11,Jaipur,03:00:00,21,90,628,74,405
2023-09-11,Chennai,04:00:00,40,91,659,51,321
2023-09-11,Pune,05:00:00,39,82,1046,50,210
2023-09-11,Delhi,06:00:00,35,82,545,20,154
2023-09-11,Jaipur,07:00:00,22,57,448,70,111
2023-09-11,Hyderabad,08:00:00,36,64,842,57,289
2023-09-11,Mumbai,09:00:00,24,94,586,97,488
2023-09-11,Bangalore,10:00:00,27,32,1133,63,254
2023-09-11,Kolkata,11:00:00,31,72,1066,92,434
2023-09-11,Jaipur,12:00:00,44,79,912,5,445
2023-09-11,Pune,13:00:00,42,38,562,99,364
2023-09-11,Jaipur,14:00:00,31,65,495,97,459
2023-09-11,Pune,15:00:00,20,52,267,48,203
2023-09-11,Delhi,16:00:00,20,79,637,71,262
2023-09-11,Bangalore,17:00:00,34,84,731,36,240
2023-09-11,Ahmedabad,18:00:00,36,41,982,9,336
2023-09-11,Mumbai,19:00:00,21,61,804,79,143
2023-09-11,Mumbai,20:00:00,36,53,332,65,338
2023-09-11,Pune,21:00:00,39,96,494,55,196
2023-09-11,Chennai,22:00:00,28,56,495,82,197
2023-09-11,Pune,23:00:00,31,90,846,70,474
2023-09-12,Chennai,00:00:00,23,48,1167,65,423
2023-09-12,Goa,01:00:00,32,80,1063,44,152
2023-09-12,Hyderabad,02:00:00,23,93,1067,86,208
2023-09-12,Mumbai,03:00:00,26,31,232,94,356
2023-09-12,Delhi,04:00:00,33,65,573,67,110
2023-09-12,Pune,05:00:00,28,40,1004,63,277
2023-09-12,Delhi,06:00:00,42,97,231,15,492
2023-09-12,Bangalore,07:00:00,20,97,754,9,393
2023-09-12,Delhi,08:00:00,20,93,1158,20,496
2023-09-12,Jaipur,09:00:00,39,30,1003,91,488
2023-09-12,Hyderabad,10:00:00,23,55,1065,11,124
2023-09-12,Jaipur,11:00:00,20,40,504,12,225
2023-09-12,Kolkata,12:00:00,41,31,992,80,365
2023-09-12,Pune,13:00:00,29,69,307,81,232
2023-09-12,Mumbai,14:00:00,21,33,295,9,377
2023-09-12,Pune,15:00:00,40,66,265,91,141
2023-09-12,Hyderabad,16:00:00,43,90,720,12,200
2023-09-12,Ahmedabad,17:00:00,34,34,429,33,383
2023-09-12,Ahmedabad,18:00:00,22,44,932,58,376
2023-09-12,Kolkata,19:00:00,44,96,557,48,238
2023-09-12,Hyderabad,20:00:00,42,55,601,5,320
2023-09-12,Goa,21:00:00,28,35,989,11,168
2023-09-12,Goa,22:00:00,36,73,298,28,392
2023-09-12,Goa,23:00:00,40,87,470,76,276
2023-09-13,Mumbai,00:00:00,32,75,974,25,472
2023-09-13,Mumbai,01:00:00,22,71,1108,67,296
2023-09-13,Goa,02:00:00,23,77,561,78,132
2023-09-13,Ahmedabad,03:00:00,23,56,363,15,400
2023-09-13,Hyderabad,04:00:00,30,49,727,52,327
2023-09-13,Delhi,05:00:00,26,99,368,18,235
2023-09-13,Hyderabad,06:00:00,30,64,220,46,471
2023-09-13,Goa,07:00:00,43,77,739,89,233
2023-09-13,Hyderabad,08:00:00,30,96,1041,31,498
2023-09-13,Bangalore,09:00:00,29,97,794,69,242
2023-09-13,Mumbai,10:00:00,24,81,984,69,344
2023-09-13,Mumbai,11:00:00,32,97,1032,60,236
2023-09-13,Ahmedabad,12:00:00,31,33,596,4,160
2023-09-13,Delhi,13:00:00,29,68,235,58,155
2023-09-13,Goa,14:00:00,26,50,694,1,232
2023-09-13,Pune,15:00:00,38,95,513,1,481
2023-09-13,Ahmedabad,16:00:00,38,45,689,2,307
2023-09-13,Ahmedabad,17:00:00,38,36,475,69,225
2023-09-13,Delhi,18:00:00,31,38,432,94,222
2023-09-13,Jaipur,19:00:00,39,46,815,42,330
2023-09-13,Goa,20:00:00,41,41,635,4,134
2023-09-13,Pune,21:00:00,34,86,205,49,365
2023-09-13,Mumbai,22:00:00,24,74,734,9,190
2023-09-13,Delhi,23:00:00,43,40,881,26,120
2023-09-14,Pune,00:00:00,33,42,863,23,239
2023-09-14,Bangalore,01:00:00,31,60,443,21,364
2023-09-14,Ahmedabad,02:00:00,40,55,440,88,499
2023-09-14,Delhi,03:00:00,30,92,972,2,219
2023-09-14,Mumbai,04:00:00,24,60,1127,15,320
2023-09-14,Hyderabad,05:00:00,35,51,757,29,482
2023-09-14,Mumbai,06:00:00,37,35,472,42,122
2023-09-14,Bangalore,07:00:00,31,49,274,3,138
2023-09-14,Delhi,08:00:00,24,39,482,39,334
2023-09-14,Bangalore,09:00:00,35,64,907,15,340
2023-09-14,Goa,10:00:00,31,55,734,71,227
2023-09-14,Goa,11:00:00,42,66,286,87,121
2023-09-14,Hyderabad,12:00:00,21,37,1080,15,154
2023-09-14,Ahmedabad,13:00:00,25,34,832,90,429
2023-09-14,Jaipur,14:00:00,42,73,1129,65,146
2023-09-14,Chennai,15:00:00,40,96,348,54,333
2023-09-14,Pune,16:00:00,44,78,349,19,126
2023-09-14,Bangalore,17:00:00,23,65,776,50,483
2023-09-14,Pune,18:00:00,32,55,359,83,147
2023-09-14,Hyderabad,19:00:00,29,74,645,83,266
2023-09-14,Pune,20:00:00,36,90,995,82,370
2023-09-14,Pune,21:00:00,33,73,281,56,180
2023-09-14,Mumbai,22:00:00,43,33,206,50,217
2023-09-14,Delhi,23:00:00,34,87,381,17,144
2023-09-15,Ahmedabad,00:00:00,27,55,1069,76,374
2023-09-15,Chennai,01:00:00,42,58,1165,80,280
2023-09-15,Delhi,02:00:00,43,38,725,58,410
2023-09-15,Mumbai,03:00:00,37,65,677,96,331
2023-09-15,Pune,04:00:00,22,33,382,27,185
2023-09-15,Chennai,05:00:00,44,88,513,68,204
2023-09-15,Mumbai,06:00:00,36,66,755,27,342
2023-09-15,Mumbai,07:00:00,43,42,373,88,276
2023-09-15,Mumbai,08:00:00,43,49,213,83,333
2023-09-15,Goa,09:00:00,26,46,499,84,177
2023-09-15,Chennai,10:00:00,32,80,1136,12,225
2023-09-15,Mumbai,11:00:00,35,84,272,5,288
2023-09-15,Jaipur,12:00:00,24,62,934,28,159
2023-09-15,Pune,13:00:00,23,50,713,8,319
2023-09-15,Chennai,14:00:00,29,51,921,28,175
2023-09-15,Goa,15:00:00,32,54,972,37,190
2023-09-15,Bangalore,16:00:00,29,96,801,64,215
2023-09-15,Bangalore,17:00:00,33,41,542,55,379
2023-09-15,Ahmedabad,18:00:00,41,44,595,29,266
2023-09-15,Kolkata,19:00:00,31,31,1045,95,225
2023-09-15,Jaipur,20:00:00,20,33,963,58,332
2023-09-15,Bangalore,21:00:00,40,74,1094,86,213
2023-09-15,Goa,22:00:00,39,42,532,57,199
2023-09-15,Kolkata,23:00:00,39,84,554,9,250
2023-09-16,Mumbai,00:00:00,26,61,758,20,171
2023-09-16,Mumbai,01:00:00,28,51,1046,55,469
2023-09-16,Hyderabad,02:00:00,27,84,362,25,448
2023-09-16,Pune,03:00:00,32,46,315,14,266
2023-09-16,Kolkata,04:00:00,33,99,602,80,171
2023-09-16,Pune,05:00:00,31,80,278,34,447
2023-09-16,Goa,06:00:00,27,37,646,88,452
2023-09-16,Jaipur,07:00:00,40,90,1082,14,110
2023-09-16,Kolkata,08:00:00,41,39,207,96,397
2023-09-16,Bangalore,09:00:00,37,48,222,74,328
2023-09-16,Jaipur,10:00:00,35,43,980,87,225
2023-09-16,Hyderabad,11:00:00,30,96,990,5,252
2023-09-16,Pune,12:00:00,35,84,742,27,261
2023-09-16,Pune,13:00:00,33,90,613,62,377
2023-09-16,Jaipur,14:00:00,22,85,881,28,485
2023-09-16,Mumbai,15:00:00,40,92,841,47,278
2023-09-16,Pune,16:00:00,21,40,1106,62,243
2023-09-16,Hyderabad,17:00:00,22,76,608,57,238
2023-09-16,Bangalore,18:00:00,23,35,868,20,305
2023-09-16,Chennai,19:00:00,41,63,221,75,195
2023-09-16,Bangalore,20:00:00,24,94,837,21,313
2023-09-16,Bangalore,21:00:00,29,93,602,26,168
2023-09-16,Pune,22:00:00,39,95,1168,84,455
2023-09-16,Delhi,23:00:00,21,60,880,78,417
2023-09-17,Mumbai,00:00:00,31,91,877,56,118
2023-09-17,Pune,01:00:00,24,83,356,81,415
2023-09-17,Mumbai,02:00:00,24,37,529,9,450
2023-09-17,Goa,03:00:00,42,71,221,21,200
2023-09-17,Delhi,04:00:00,20,70,671,43,180
2023-09-17,Pune,05:00:00,23,88,463,83,282
2023-09-17,Ahmedabad,06:00:00,40,69,502,82,117
2023-09-17,Bangalore,07:00:00,43,51,1101,27,254
2023-09-17,Goa,08:00:00,31,53,974,49,440
2023-09-17,Delhi,09:00:00,31,67,923,50,228
2023-09-17,Pune,10:00:00,35,31,664,0,497
2023-09-17,Hyderabad,11:00:00,43,70,363,33,414
2023-09-17,Jaipur,12:00:00,36,48,335,34,465
2023-09-17,Jaipur,13:00:00,40,31,451,89,260
2023-09-17,Mumbai,14:00:00,29,91,404,60,218
2023-09-17,Delhi,15:00:00,36,45,1055,29,475
2023-09-17,Bangalore,16:00:00,36,51,501,75,431
2023-09-17,Bangalore,17:00:00,37,43,441,77,272
2023-09-17,Chennai,18:00:00,21,85,1031,67,252
2023-09-17,Jaipur,19:00:00,44,94,1126,75,498
2023-09-17,Goa,20:00:00,23,74,990,87,119
2023-09-17,Delhi,21:00:00,38,83,260,39,133
2023-09-17,Bangalore,22:00:00,30,95,664,94,413
2023-09-17,Chennai,23:00:00,36,75,1017,64,159
2023-09-18,Delhi,00:00:00,31,62,501,36,257
2023-09-18,Kolkata,01:00:00,21,79,671,63,463
2023-09-18,Bangalore,02:00:00,25,51,1010,0,496
2023-09-18,Kolkata,03:00:00,28,69,593,14,305
2023-09-18,Delhi,04:00:00,24,68,806,12,192
2023-09-18,Bangalore,05:00:00,39,70,859,28,317
2023-09-18,Kolkata,06:00:00,40,97,1111,54,422
2023-09-18,Ahmedabad,07:00:00,28,36,1173,44,188
2023-09-18,Chennai,08:00:00,42,33,458,3,272
2023-09-18,Goa,09:00:00,27,88,741,63,139
2023-09-18,Jaipur,10:00:00,39,55,729,14,302
2023-09-18,Chennai,11:00:00,27,60,386,47,320
2023-09-18,Kolkata,12:00:00,41,98,1165,75,146
2023-09-18,Bangalore,13:00:00,40,81,411,55,342
2023-09-18,Ahmedabad,14:00:00,42,50,234,88,187
2023-09-18,Ahmedabad,15:00:00,25,45,346,90,256
2023-09-18,Jaipur,16:00:00,22,80,481,69,261
